session,method,gender,emotion,n_annotators,agreement,path,text,segment_id,video_id,mode
1,script,M,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M014.wav,"Huh.  Are you cold?  Do you want my jacket?  No?  you know, we should have brought the blanket?  Our blanket.",14,Ses01F_script02_1,train
1,script,M,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M015.wav,"Aw.  Do you know, I should have brought a six pack, too.  A six pack, that would be just the ticket right about now.  Huh?",15,Ses01F_script02_1,train
1,script,M,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M016.wav,"God, I'm so excited, I'm like a kid.  I can't believe I got out of the house with my fly zipped up.",16,Ses01F_script02_1,train
1,script,M,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M017.wav,I wonder if they can hear me talk or like feel the vibrations in the sand when we move around.,17,Ses01F_script02_1,train
1,script,M,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M018.wav,Do you want my jacket?,18,Ses01F_script02_1,train
1,script,M,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M019.wav,What?  We just got here.  What's the point of coming all the way down here if we just turn around and go home?,19,Ses01F_script02_1,train
1,script,M,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M020.wav,Right.,20,Ses01F_script02_1,train
1,script,M,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M021.wav,"Wait, that's my point, too.",21,Ses01F_script02_1,train
1,script,M,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M022.wav,"No, no.  Okay.  That's not my point.  My point is there is no point in coming down here if we just turn around and go home.  Don't you want to see it?",22,Ses01F_script02_1,train
1,script,M,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M023.wav,Why not?,23,Ses01F_script02_1,train
1,script,M,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M024.wav,"Honey, this is like a natural phenomenon. I mean... People in Kansas would have to get plane reservations and get hotel rooms to see this.  It's just forty minutes away for us; it's too good to pass up.",24,Ses01F_script02_1,train
1,script,M,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M025.wav,Yeah.  But this..this moment on the beach is like the highlight of their little lives.  All that flopping around is laying eggs or what to do - spawning or mating or whatever.,25,Ses01F_script02_1,train
1,script,M,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M026.wav,This is a big night for these little guys.  It's like life's last orgy.,26,Ses01F_script02_1,train
1,script,M,fru,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M027.wav,Yeah they do.,27,Ses01F_script02_1,train
1,script,M,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M028.wav,"okay... well, Whatever.  But it's a fish who do something no other fish do.  It's like those swallows returning to Capistrano or like those lemmings that throw themselves off the cliffs.",28,Ses01F_script02_1,train
1,script,M,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M029.wav,"There's like mystery here, there's magic.  It's like a little bit of the unexplainable.  I just can't see how you're not interested.",29,Ses01F_script02_1,train
1,script,M,sur,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M030.wav,For real?,30,Ses01F_script02_1,train
1,script,M,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M031.wav,"God, I don't get it.  you know the first time we came here, you said it was the best night of your life?",31,Ses01F_script02_1,train
1,script,M,neu,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M032.wav,"And last year, I remember distinctly you said, you were so excited to get here that you don't remember you stubbed your toe until we were in the car.",32,Ses01F_script02_1,train
1,script,M,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M033.wav,Ahh...we weren't in a good spot.,33,Ses01F_script02_1,train
1,script,M,neu,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M034.wav,"We just weren't in a good spot.  I'm telling you, this is a much better spot.  I have instincts for these things.",34,Ses01F_script02_1,train
1,script,M,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M035.wav,"Look there, see?  What's that?  No, that's - that's just seaweed.",35,Ses01F_script02_1,train
1,script,M,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M036.wav,"God, this is great.  Think about this.  I know you are not interested, but just think about this.",36,Ses01F_script02_1,train
1,script,M,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M037.wav,"Right now out there, there is this mass of silver fish and it's heading this way.  No one sent them an invitation, no one told them, no one even gave them a map.",37,Ses01F_script02_1,train
1,script,M,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M038.wav,"Just all at once, they turned and they formed this line as long as the California coast.  And some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming.",38,Ses01F_script02_1,train
1,script,M,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M039.wav,They are swimming right now.  They are swimming as if that is the only thing that matters to them.,39,Ses01F_script02_1,train
1,script,M,exc,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M040.wav,It's single mindedness with no mind.  It is urgency that is just pure urge.,40,Ses01F_script02_1,train
1,script,M,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M041.wav,And they are swimming right now to this very point where we stand for this huge celebration of sex and death.,41,Ses01F_script02_1,train
1,script,M,xxx,0,0,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M042.wav,"Oh look.  I'm giving myself goose bumps, my hairs are standing up on my arm.",42,Ses01F_script02_1,train
1,script,M,hap,3,3,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M043.wav,So what do you think?,43,Ses01F_script02_1,train
1,script,M,hap,3,2,Session1/sentences/wav/Ses01F_script02_1/Ses01F_script02_1_M044.wav,"About all of that, about all I was talking about.",44,Ses01F_script02_1,train
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F000.wav,"Uh, what?  Craig's List?  Oh the internet thing?",0,Ses01F_impro04,train
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F001.wav,I don't know.  Isn't that-- that's all like escort services and things like that.,1,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F002.wav,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",2,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F003.wav,What kind of a job?,3,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F004.wav,Really?,4,Ses01F_impro04,train
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F005.wav,He just...,5,Ses01F_impro04,train
1,impro,F,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F006.wav,you know what?  I heard about that job.  I applied for that.,6,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F007.wav,Yeah.  I saw a posting at the theatre.,7,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F008.wav,He got it?,8,Ses01F_impro04,train
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F009.wav,Yeah.,9,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F010.wav,What did he do?  What was so great?  I don't understand why they would pick him over me.,10,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F011.wav,A resume?,11,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F012.wav,No.,12,Ses01F_impro04,train
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F013.wav,I just- I mean I call people up and I tell them what I'm good at.,13,Ses01F_impro04,train
1,impro,F,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F014.wav,Yeah.,14,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F015.wav,I don't like- I don't like sending things in the mail.  I don't want my information out there.,15,Ses01F_impro04,train
1,impro,F,fru,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F016.wav,I'm there in front of them.  I'm telling them what I'm good at.,16,Ses01F_impro04,train
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F017.wav,Why?  It's a piece of paper.,17,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F018.wav,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",18,Ses01F_impro04,train
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F019.wav,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",19,Ses01F_impro04,train
1,impro,F,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F020.wav,..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,20,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F021.wav,"That's baloney, that's baloney.",21,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F022.wav,Please.,22,Ses01F_impro04,train
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F023.wav,you think that you're better than me because I don't have a car?,23,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F024.wav,"You know, you're riding the bus, too.",24,Ses01F_impro04,train
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F025.wav,Why?  What choice?,25,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F026.wav,You're saving the environment. mmhmm,26,Ses01F_impro04,train
1,impro,F,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F027.wav,Interesting.  That's fantastic.,27,Ses01F_impro04,train
1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F028.wav,I'm not frustrated.,28,Ses01F_impro04,train
1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F029.wav,Who do you think you are?,29,Ses01F_impro04,train
1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F030.wav,You are so high and mighty.  I just--,30,Ses01F_impro04,train
1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F031.wav,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,31,Ses01F_impro04,train
1,impro,F,ang,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F032.wav,"The bus, I'm riding the bus because I want to.",32,Ses01F_impro04,train
1,impro,F,ang,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_F033.wav,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,33,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M000.wav,"Have you tried, uh, Craig's List?",0,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M001.wav,Yeah.,1,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M002.wav,No.  There's regular jobs on there.,2,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M003.wav,Uh huh.,3,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M004.wav,I'm just saying I have a friend that got a good job on it so I was just recommending it.,4,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M005.wav,He's like a manager for a theatre.,5,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M006.wav,He's like a house manager. Yeah.  It's a good job.,6,Ses01F_impro04,train
1,impro,M,neu,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M007.wav,You did?,7,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M008.wav,Yeah.,8,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M009.wav,You've been looking for a job for a long time; that was a long time ago.  Right?,9,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M010.wav,Hmm.,10,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M011.wav,I don't know.  He had a really good resume I guess and--,11,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M012.wav,Yeah.  Do you have a resume?,12,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M013.wav,It's kind of helpful when getting a job.,13,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M014.wav,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,14,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M015.wav,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",15,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M016.wav,"Yeah.  But the piece of paper helps, too.",16,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M017.wav,"No.  But it has an outline, you know.",17,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M018.wav,"I know.  Okay.  Well, um. Maybe--",18,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M019.wav,Yeah.,19,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M020.wav,"Okay, yeah.  I would imagine.",20,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M021.wav,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",21,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M022.wav,maybe get a car.,22,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M023.wav,"I just, you know, think you should try a little harder maybe.",23,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M024.wav,I didn't say that.,24,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M025.wav,"I am riding the bus, but by choice.",25,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M026.wav,"To save the environment, carpool.",26,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M027.wav,Yes.  One less car at a time.,27,Ses01F_impro04,train
1,impro,M,neu,4,4,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M028.wav,Mmhmm.,28,Ses01F_impro04,train
1,impro,M,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M029.wav,"You know, you don't have to take out your frustration on me, you know, just because...",29,Ses01F_impro04,train
1,impro,M,fru,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M030.wav,...you can't get a job and refuse to have a resume.,30,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M031.wav,I don't think I'm anyone.,31,Ses01F_impro04,train
1,impro,M,neu,4,3,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M032.wav,I- I-I didn't-- okay.,32,Ses01F_impro04,train
1,impro,M,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M033.wav,What?  No.,33,Ses01F_impro04,train
1,impro,M,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M034.wav,What? Oh.  So now you're...,34,Ses01F_impro04,train
1,impro,M,fru,4,2,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M035.wav,you know what?  You don't have to take your anger and your hurt out on me.,35,Ses01F_impro04,train
1,impro,M,xxx,0,0,Session1/sentences/wav/Ses01F_impro04/Ses01F_impro04_M036.wav,Why not?,36,Ses01F_impro04,train
1,script,F,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F000.wav,What he's going to say?,0,Ses01M_script01_1,train
1,script,F,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F001.wav,When?,1,Ses01M_script01_1,train
1,script,F,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F002.wav,How could he see it?  I was the first one up and he was still in bed.,2,Ses01M_script01_1,train
1,script,F,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F003.wav,What was he doing here at four in the morning?,3,Ses01M_script01_1,train
1,script,F,sad,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F004.wav,Did you talk to him?,4,Ses01M_script01_1,train
1,script,F,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F005.wav,Cried hard?,5,Ses01M_script01_1,train
1,script,F,sad,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F006.wav,[BREATHING],6,Ses01M_script01_1,train
1,script,F,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F007.wav,What is he doing out here at that hour?,7,Ses01M_script01_1,train
1,script,F,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F008.wav,"He's dreaming about him again, walking the streets.",8,Ses01M_script01_1,train
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F009.wav,It's getting to be just like after he died.  What is the meaning of that?,9,Ses01M_script01_1,train
1,script,F,sur,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F010.wav,What?,10,Ses01M_script01_1,train
1,script,F,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F011.wav,What do you mean a mistake?,11,Ses01M_script01_1,train
1,script,F,fru,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F012.wav,"What do you want to do, argue with him?",12,Ses01M_script01_1,train
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F013.wav,You can't say that to him.,13,Ses01M_script01_1,train
1,script,F,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F014.wav,"What, can you prove it?  What proof do you have?  Can you prove it?",14,Ses01M_script01_1,train
1,script,F,ang,3,2,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F015.wav,"To you it is, to me it is.  But to your father?  You can talk yourself 'til you're blue in the face but there's was no grave and there is no body.  So where are you?",15,Ses01M_script01_1,train
1,script,F,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F016.wav,The trouble is those god damn news papers.  Every month some boy comes back missing longer then Larry so--,16,Ses01M_script01_1,train
1,script,F,ang,3,3,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F017.wav,Why?,17,Ses01M_script01_1,train
1,script,F,xxx,0,0,Session1/sentences/wav/Ses01M_script01_1/Ses01M_script01_1_F018.wav,"Well, I've got an idea but what's the story?",18,Ses01M_script01_1,train
